task_id,executed_at,execution_status,result_count,accepted_attestation_id,failure_reason,target,status,content_length
SRC_R010B02_TW_TAINAN_NANJI_2024_18,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_NANJI_2024_18,,https://www.twtainan.net/zh-tw/event/newsdetail/6710/,200,1000
SRC_R010B02_TW_TAINAN_BAJIATIAN_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_BAJIATIAN_2024,,https://twtainan.net/zh-tw/event/newsdetail/6772/,200,1000
SRC_R010B02_TW_TAINAN_NANJI_2024_05,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_NANJI_2024_05,,https://www.twtainan.net/zh-tw/event/newsdetail/6451/,200,1000
SRC_R010B02_TW_TAINAN_AMEI_2024_12,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_AMEI_2024_12,,https://www.twtainan.net/zh-tw/event/newsdetail/6982/,200,1000
SRC_R010B02_TW_TAINAN_ZHUXINJU_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_ZHUXINJU_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6893/,200,1000
SRC_R010B02_TW_TAINAN_FUCHENGSHIFU_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_FUCHENGSHIFU_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6959/,200,1000
SRC_R010B02_TW_TAINAN_BAOWEIZHEN_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_BAOWEIZHEN_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6804/,200,1000
SRC_R010B02_TW_TAINAN_SHIJIA_2024_02,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_SHIJIA_2024_02,,https://www.twtainan.net/zh-tw/event/newsdetail/6411/,200,1000
SRC_R010B02_TW_TAINAN_LIWAN_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_LIWAN_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6696/,200,1000
SRC_R010B02_TW_TAINAN_XIQING_2024_08,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_XIQING_2024_08,,https://www.twtainan.net/zh-tw/event/newsdetail/6499/,200,1000
SRC_R010B02_TW_TAINAN_CHENJINMING_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_CHENJINMING_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6621/,200,1000
SRC_R010B02_TW_TAINAN_DONGXIANG_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_DONGXIANG_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6553/,200,1000
SRC_R010B02_TW_TAINAN_CHEFS_HANDBOOK_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_CHEFS_HANDBOOK_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6988/,200,1000
SRC_R010B02_TW_TAINAN_ZONGPUSHI_2025,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_ZONGPUSHI_2025,,https://www.twtainan.net/zh-tw/event/newsdetail/7396/,200,1000
SRC_R010B02_TW_TAINAN_CHANGYUAN_2024,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_CHANGYUAN_2024,,https://www.twtainan.net/zh-tw/event/newsdetail/6555/,200,1000
SRC_R010B02_TW_TAINAN_AHUI_EEL_2022,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_TAINAN_AHUI_EEL_2022,,https://www.twtainan.net/zh-tw/shop/consume/1060/,200,1000
SRC_R010B02_TW_KHH_STREET_SNACKS_2023,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_KHH_STREET_SNACKS_2023,,https://khh.travel/zh-tw/event/news/5230/,200,1000
SRC_R010B02_TW_KHH_MICHELIN_2022,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_KHH_MICHELIN_2022,,https://khh.travel/zh-tw/event/news/4654/,200,1000
SRC_R010B02_TW_KHH_LOCAL_CHINESE_2023,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_KHH_LOCAL_CHINESE_2023,,https://khh.travel/zh-tw/event/news/5207/,200,1000
SRC_R010B02_TW_KHH_MICHELIN_2023,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_KHH_MICHELIN_2023,,https://khh.travel/zh-tw/event/news/5275/,200,1000
SRC_R010B02_TW_KHH_YANCHENG_2022,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_TW_KHH_YANCHENG_2022,,https://khh.travel/zh-tw/event/news/5094/,200,1000
SRC_R010B02_KR_BUSAN_BAOHAUS_2026_MICHELIN,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_KR_BUSAN_BAOHAUS_2026_MICHELIN,,https://guide.michelin.com/gb/en/busan-region/busan_1025838/restaurant/bao-haus,200,1000
SRC_R010B02_KR_BUSAN_NIUROU_2026_MICHELIN,2026-06-04T15:35:00+10:00,success,1,SRC_R010B02_KR_BUSAN_NIUROU_2026_MICHELIN,,https://guide.michelin.com/us/en/busan-region/busan_1025838/restaurant/niurou-mian-guan-zi,200,1000
SRC_R010B03_TW_NANTOU_SUIYI_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_SUIYI_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000013,200,1000
SRC_R010B03_TW_NANTOU_KOUFU_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_KOUFU_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000068,200,1000
SRC_R010B03_TW_NANTOU_ASEN_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_ASEN_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000078,200,1000
SRC_R010B03_TW_NANTOU_XITOU_CUIGU_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_XITOU_CUIGU_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000074,200,1000
SRC_R010B03_TW_NANTOU_SHUILI_LAMB_1971_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_SHUILI_LAMB_1971_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000017,200,1000
SRC_R010B03_TW_NANTOU_ROUYUANLI_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_ROUYUANLI_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000034,200,1000
SRC_R010B03_TW_NANTOU_BAZHANG_BEEFNOODLE_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_BAZHANG_BEEFNOODLE_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000014,200,1000
SRC_R010B03_TW_TAICHUNG_ZAILAI_2025_MICHELIN_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_TAICHUNG_ZAILAI_2025_MICHELIN_OPEN,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010000h_122309,200,1000
SRC_R010B03_TW_NANTOU_QILINTAN_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_QILINTAN_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000061,200,1000
SRC_R010B03_TW_CHANGHUA_SHANHAIZHEN_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_CHANGHUA_SHANHAIZHEN_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000195,200,1000
SRC_R010B03_TW_NANTOU_JINZHUWEI_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_JINZHUWEI_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000080,200,1000
SRC_R010B03_TW_MATSU_XIEHE_1976_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_MATSU_XIEHE_1976_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010500h_002856,200,1000
SRC_R010B03_TW_TAINAN_SANHAO_DUCK_1949_MICHELIN_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_TAINAN_SANHAO_DUCK_1949_MICHELIN_OPEN,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010000h_122305,200,1000
SRC_R010B03_TW_TAINAN_TIANHOU_2025_MICHELIN_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_TAINAN_TIANHOU_2025_MICHELIN_OPEN,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010000h_122307,200,1000
SRC_R010B03_TW_TAIPEI_DAQIAOTOU_RICECAKE_1973_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_TAIPEI_DAQIAOTOU_RICECAKE_1973_OPEN,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_a15010000h_122624,200,1000
SRC_R010B03_TW_TAIPEI_SANJIU_2025_MICHELIN_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_TAIPEI_SANJIU_2025_MICHELIN_OPEN,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010000h_122310,200,1000
SRC_R010B03_TW_NEWTAIPEI_ABBA_TARO_2025_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NEWTAIPEI_ABBA_TARO_2025_OPEN,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010000h_122458,200,1000
SRC_R010B03_TW_TAIPEI_SHINYEH_ZHONGCAI_2025_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_TAIPEI_SHINYEH_ZHONGCAI_2025_OPEN,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010000h_122302,200,1000
SRC_R010B03_TW_TAIPEI_XIONGJI_SCALLION_2024_OPEN,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_TAIPEI_XIONGJI_SCALLION_2024_OPEN,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_a15010000h_103322,200,1000
SRC_R010B03_TW_CHANGHUA_OYSTER_AREN_2022_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_CHANGHUA_OYSTER_AREN_2022_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000229,200,1000
SRC_R010B03_TW_CHANGHUA_DALU_BEEFNOODLE_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_CHANGHUA_DALU_BEEFNOODLE_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000284,200,1000
SRC_R010B03_TW_NANTOU_LAOHU_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_LAOHU_2023_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376480000a_000001,200,1000
SRC_R010B03_TW_NANTOU_QIAOTOUBIAN_ROUYUAN_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_QIAOTOUBIAN_ROUYUAN_2023_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376480000a_000007,200,1000
SRC_R010B03_TW_NANTOU_TAIWAN_SNACKS_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_TAIWAN_SNACKS_2023_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376480000a_000090,200,1000
SRC_R010B03_TW_NANTOU_MAZU_TEMPLE_RICECAKE_2023_OFFICIAL,2026-06-04T17:20:00+10:00,success,1,SRC_R010B03_TW_NANTOU_MAZU_TEMPLE_RICECAKE_2023_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376480000a_000085,200,1000
SRC_R010B04_TW_376440000A_000397_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000397_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000397,200,29794
SRC_R010B04_TW_376440000A_000485_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000485_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000485,200,29972
SRC_R010B04_TW_376440000A_000198_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000198_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000198,200,29952
SRC_R010B04_TW_376440000A_000529_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000529_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000529,200,29940
SRC_R010B04_TW_376440000A_000130_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000130_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000130,200,29929
SRC_R010B04_TW_376440000A_000112_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000112_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000112,200,24858
SRC_R010B04_TW_376440000A_000458_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000458_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000458,200,29830
SRC_R010B04_TW_376440000A_000452_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000452_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000452,200,29783
SRC_R010B04_TW_376440000A_000109_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000109_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000109,200,29806
SRC_R010B04_TW_376480000A_000060_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376480000A_000060_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376480000a_000060,200,25122
SRC_R010B04_TW_376470000A_000226_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000226_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000226,200,31987
SRC_R010B04_TW_376470000A_000196_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000196_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000196,200,34635
SRC_R010B04_TW_376470000A_000183_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000183_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000183,200,26969
SRC_R010B04_TW_376470000A_000205_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000205_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000205,200,25839
SRC_R010B04_TW_376470000A_000191_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000191_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000191,200,32511
SRC_R010B04_TW_A15010200H_000085_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_A15010200H_000085_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_a15010200h_000085,200,25782
SRC_R010B04_TW_A15010200H_000113_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_A15010200H_000113_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010200h_000113,200,30809
SRC_R010B04_TW_376440000A_000119_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000119_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000119,200,29776
SRC_R010B04_TW_376470000A_000257_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000257_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000257,200,29315
SRC_R010B04_TW_376470000A_000303_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000303_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000303,200,30291
SRC_R010B04_TW_376470000A_000193_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000193_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000193,200,30952
SRC_R010B04_TW_376440000A_000189_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000189_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000189,200,29976
SRC_R010B04_TW_376440000A_000046_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000046_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000046,200,29820
SRC_R010B04_TW_376440000A_000059_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000059_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000059,200,29803
SRC_R010B04_TW_376440000A_000044_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000044_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000044,200,24740
SRC_R010B04_TW_376440000A_000390_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000390_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000390,200,29830
SRC_R010B04_TW_376440000A_000521_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000521_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000521,200,24726
SRC_R010B04_TW_376440000A_000075_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000075_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000075,200,24802
SRC_R010B04_TW_376440000A_000049_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000049_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000049,200,29827
SRC_R010B04_TW_376440000A_000078_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000078_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000078,200,29860
SRC_R010B04_TW_376440000A_000305_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000305_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000305,200,29855
SRC_R010B04_TW_376440000A_000328_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000328_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000328,200,24734
SRC_R010B04_TW_376440000A_000071_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000071_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000071,200,29783
SRC_R010B04_TW_376440000A_000085_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376440000A_000085_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000085,200,29839
SRC_R010B04_TW_376470000A_000060_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000060_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000060,200,26581
SRC_R010B04_TW_376470000A_000280_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000280_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000280,200,32034
SRC_R010B04_TW_376470000A_000243_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000243_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000243,200,29403
SRC_R010B04_TW_376470000A_000347_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000347_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000347,200,27152
SRC_R010B04_TW_376470000A_000201_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000201_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000201,200,32974
SRC_R010B04_TW_376470000A_000015_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000015_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000015,200,32974
SRC_R010B04_TW_376470000A_000345_OFFICIAL,2026-06-04T18:15:00+10:00,success,1,SRC_R010B04_TW_376470000A_000345_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000345,200,32201
SRC_R010B05_TW_376470000A_000005_OFFICIAL,2026-06-04T19:35:00+10:00,success,1,SRC_R010B05_TW_376470000A_000005_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000005,200,26974
SRC_R010B05_TW_376470000A_000006_OFFICIAL,2026-06-04T19:35:00+10:00,success,1,SRC_R010B05_TW_376470000A_000006_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000006,200,31216
SRC_R010B05_TW_376470000A_000007_OFFICIAL,2026-06-04T19:35:00+10:00,success,1,SRC_R010B05_TW_376470000A_000007_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000007,200,27636
SRC_R010B05_TW_376470000A_000018_OFFICIAL,2026-06-04T19:35:00+10:00,success,1,SRC_R010B05_TW_376470000A_000018_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000018,200,27099
SRC_R010B05_TW_376470000A_000019_OFFICIAL,2026-06-04T19:35:00+10:00,success,1,SRC_R010B05_TW_376470000A_000019_OFFICIAL,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000019,200,27233
SRC_R010B05_TW_376470000A_000020_OFFICIAL,2026-06-04T19:35:00+10:00,success,1,SRC_R010B05_TW_376470000A_000020_OFFICIAL,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000020,200,31860
